claim_id,claim_text,topic_category,label,label_source,label_source_url,keywords,search_queries,notes
CLAIM_000011,长晋高速侧翻事故,policy_politics,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260130/6c3f0adecc314598a3050fe9dafbd123/c.html,"真相,屈绍辉,统筹,提示,谣言,文婧,策划,董晓,设计,误区",长晋高速侧翻事故; 长晋高速侧翻事故 图片; 长晋高速侧翻事故 视频; 长晋高速侧翻事故 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-01-30 16:01:12; source_content_id=202601306c3f0adecc314598a3050fe9dafbd123; needs_platform_match
CLAIM_000012,长晋高速客车侧翻致2死6重伤,policy_politics,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260126/4bc202d6787f4a25b4fb6780b7f9fbb3/c.html,,长晋高速客车侧翻致2死6重伤; 长晋高速客车侧翻致2死6重伤 图片; 长晋高速客车侧翻致2死6重伤 视频; 长晋高速客车侧翻致2死6重伤 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-01-26 16:24:03; source_content_id=202601264bc202d6787f4a25b4fb6780b7f9fbb3; needs_platform_match
CLAIM_000013,广西贺州富川汛情,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260526/c5f9e413fc764f22b09b9f6b3515e2f8/c.html,"详情,董晓,设计,辟谣,互联网,屈绍辉,文字,统筹,中国,联合",广西贺州富川汛情; 广西贺州富川汛情 图片; 广西贺州富川汛情 视频; 广西贺州富川汛情 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-26 17:46:50; source_content_id=20260526c5f9e413fc764f22b09b9f6b3515e2f8; needs_platform_match
CLAIM_000014,湖北宜昌水悦城积水,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260525/632a4687de574cdc9576b4abdcdc04c3/c.html,"详情,普今,谣网,互联网,屈绍辉,统筹,报散,中国,联合,董晓",湖北宜昌水悦城积水; 湖北宜昌水悦城积水 图片; 湖北宜昌水悦城积水 视频; 湖北宜昌水悦城积水 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-25 17:52:50; source_content_id=20260525632a4687de574cdc9576b4abdcdc04c3; needs_platform_match
CLAIM_000015,深圳龙岗发洪水,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260522/06aef7d5ac7241a1afc7d9586f11cee9/c.html,"详情,互联网,屈绍辉,近日,柳州,有效,联合,中国,设计,辟谣",深圳龙岗发洪水; 深圳龙岗发洪水 图片; 深圳龙岗发洪水 视频; 深圳龙岗发洪水 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-22 18:12:37; source_content_id=2026052206aef7d5ac7241a1afc7d9586f11cee9; needs_platform_match
CLAIM_000016,柳州地震相关,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260521/b34071eb5d66444aad30d41111801a9f/c.html,"详情,设计,辟谣,互联网,屈绍辉,统筹,真相,董晓,联合,中国",柳州地震相关; 柳州地震相关 图片; 柳州地震相关 视频; 柳州地震相关 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-21 18:29:46; source_content_id=20260521b34071eb5d66444aad30d41111801a9f; needs_platform_match
CLAIM_000017,近日重庆渝中游轮码头电缆自燃,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260520/60792c3d9b484f29851b4602683b5745/c.html,"详情,董晓,互联网,屈绍辉,平台,中国,李亚,联合,设计,来源",近日重庆渝中游轮码头电缆自燃; 近日重庆渝中游轮码头电缆自燃 图片; 近日重庆渝中游轮码头电缆自燃 视频; 近日重庆渝中游轮码头电缆自燃 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-20 16:06:24; source_content_id=2026052060792c3d9b484f29851b4602683b5745; needs_platform_match
CLAIM_000018,湖北襄阳特大暴雨致道路及车辆被淹,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260518/0f5423ea4093456aa6a71871c61d215e/c.html,,湖北襄阳特大暴雨致道路及车辆被淹; 湖北襄阳特大暴雨致道路及车辆被淹 图片; 湖北襄阳特大暴雨致道路及车辆被淹 视频; 湖北襄阳特大暴雨致道路及车辆被淹 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-18 17:36:53; source_content_id=202605180f5423ea4093456aa6a71871c61d215e; needs_platform_match
CLAIM_000019,重庆江边游轮起火,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260515/0a2d8656db5c41d0a2f424bb10357ab6/c.html,"详情,互联网,屈绍辉,统筹,尹路,董晓,联合,中国,设计,辟谣",重庆江边游轮起火; 重庆江边游轮起火 图片; 重庆江边游轮起火 视频; 重庆江边游轮起火 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-15 16:57:16; source_content_id=202605150a2d8656db5c41d0a2f424bb10357ab6; needs_platform_match
CLAIM_000020,深圳灵活就业社保被停保,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260429/2a41d3958a96416abcc09aff33943827/c.html,"详情,真相,互联网,屈绍辉,尹路,董晓,联合,中国,设计,执行",深圳灵活就业社保被停保; 深圳灵活就业社保被停保 图片; 深圳灵活就业社保被停保 视频; 深圳灵活就业社保被停保 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-29 17:46:25; source_content_id=202604292a41d3958a96416abcc09aff33943827; needs_platform_match
CLAIM_000021,抓蜈蚣致失明事件,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260424/c0db2a1b26cb4f5f9b06f60f7e1b595d/c.html,"详情,设计,辟谣,互联网,屈绍辉,统筹,联合,晶莹,中国,执行",抓蜈蚣致失明事件; 抓蜈蚣致失明事件 图片; 抓蜈蚣致失明事件 视频; 抓蜈蚣致失明事件 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-24 17:46:03; source_content_id=20260424c0db2a1b26cb4f5f9b06f60f7e1b595d; needs_platform_match
CLAIM_000022,5月1日起医院取消24小时值班,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260423/a3e01d648b7a4bf883bce94f2bafc348/c.html,"详情,统筹,互联网,屈绍辉,董晓,联合,中国,设计,辟谣,来源",5月1日起医院取消24小时值班; 5月1日起医院取消24小时值班 图片; 5月1日起医院取消24小时值班 视频; 5月1日起医院取消24小时值班 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-23 18:50:00; source_content_id=20260423a3e01d648b7a4bf883bce94f2bafc348; needs_platform_match
CLAIM_000023,重庆铜梁地震引发灾情,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260115/65fc4791c5594f00a7916cd3f77d69e8/c.html,,重庆铜梁地震引发灾情; 重庆铜梁地震引发灾情 图片; 重庆铜梁地震引发灾情 视频; 重庆铜梁地震引发灾情 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-15 19:10:46; source_content_id=2026011565fc4791c5594f00a7916cd3f77d69e8; needs_platform_match
CLAIM_000024,河南许昌举办夏季马拉松,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260414/ce2b77b4687d4226aebd4e1b312135bb/c.html,,河南许昌举办夏季马拉松; 河南许昌举办夏季马拉松 图片; 河南许昌举办夏季马拉松 视频; 河南许昌举办夏季马拉松 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-14 18:28:27; source_content_id=20260414ce2b77b4687d4226aebd4e1b312135bb; needs_platform_match
CLAIM_000025,海南高温系厄尔尼诺作祟降水创历史新低传言,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260410/52ac4cb5d8aa40e09f3a16486667c35e/c.html,"详情,近日,魔改,互联网,屈绍辉,整治,尹路,平台,手机,执行",海南高温系厄尔尼诺作祟降水创历史新低传言; 海南高温系厄尔尼诺作祟降水创历史新低传言 图片; 海南高温系厄尔尼诺作祟降水创历史新低传言 视频; 海南高温系厄尔尼诺作祟降水创历史新低传言 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-10 17:16:40; source_content_id=2026041052ac4cb5d8aa40e09f3a16486667c35e; needs_platform_match
CLAIM_000026,深圳超大医院遇冷、八万床位空置,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260407/b3e6202eb08c402aa51dded3093237f2/c.html,"详情,董晓,设计,辟谣,互联网,屈绍辉,统筹,李亚,联合,来源",深圳超大医院遇冷、八万床位空置; 深圳超大医院遇冷、八万床位空置 图片; 深圳超大医院遇冷、八万床位空置 视频; 深圳超大医院遇冷、八万床位空置 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-08 18:34:19; source_content_id=20260407b3e6202eb08c402aa51dded3093237f2; needs_platform_match
CLAIM_000027,河南焦作两县合并成立新的县级市,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260401/d220e5f337b246efa655b2a3dafffe97/c.html,"详情,不实,神清气爽,屈绍辉,互联网,网约车,一口价,喀纳斯,依法,尹路",河南焦作两县合并成立新的县级市; 河南焦作两县合并成立新的县级市 图片; 河南焦作两县合并成立新的县级市 视频; 河南焦作两县合并成立新的县级市 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-01 18:36:01; source_content_id=20260401d220e5f337b246efa655b2a3dafffe97; needs_platform_match
CLAIM_000028,张飞古道已经重开消息,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260330/895ab1a421b647ef8f0fd959a25b75e8/c.html,"详情,董晓,设计,辟谣,互联网,屈绍辉,统筹,中国,联合,来源",张飞古道已经重开消息; 张飞古道已经重开消息 图片; 张飞古道已经重开消息 视频; 张飞古道已经重开消息 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-03-30 18:44:12; source_content_id=20260330895ab1a421b647ef8f0fd959a25b75e8; needs_platform_match
CLAIM_000029,广西某地倡议清明节视频缅怀先人,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260325/e442dedb47094d0ba40fabe93b8d6106/c.html,"详情,互联网,屈绍辉,统筹,真相,董晓,联合,中国,设计,辟谣",广西某地倡议清明节视频缅怀先人; 广西某地倡议清明节视频缅怀先人 图片; 广西某地倡议清明节视频缅怀先人 视频; 广西某地倡议清明节视频缅怀先人 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-03-25 18:39:25; source_content_id=20260325e442dedb47094d0ba40fabe93b8d6106; needs_platform_match
CLAIM_000030,梅姨照片,livelihood_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260324/f0a8363448b142abaf95d298aafa4e5e/c.html,"详情,互联网,屈绍辉,统筹,真相,董晓,联合,中国,设计,辟谣",梅姨照片; 梅姨照片 图片; 梅姨照片 视频; 梅姨照片 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-03-24 18:25:54; source_content_id=20260324f0a8363448b142abaf95d298aafa4e5e; needs_platform_match
CLAIM_000031,河南蒜薹滞销弃收,industry_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260519/12ba6dbddf9743b395bd5d08cec46b52/c.html,"详情,设计,辟谣,互联网,屈绍辉,统筹,董晓,联合,晶莹,中国",河南蒜薹滞销弃收; 河南蒜薹滞销弃收 图片; 河南蒜薹滞销弃收 视频; 河南蒜薹滞销弃收 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-19 17:53:34; source_content_id=2026051912ba6dbddf9743b395bd5d08cec46b52; needs_platform_match
CLAIM_000032,5月银行存款计息出新规,industry_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260511/7f4049c3819649dfb972e454deb5b658/c.html,"详情,设计,辟谣,互联网,屈绍辉,统筹,真相,李亚,联合,中国",5月银行存款计息出新规; 5月银行存款计息出新规 图片; 5月银行存款计息出新规 视频; 5月银行存款计息出新规 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-05-11 17:27:56; source_content_id=202605117f4049c3819649dfb972e454deb5b658; needs_platform_match
CLAIM_000033,重庆万州惊现大型砂金矿,industry_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260427/c2eccd8812e6409bbfa32b4b64820687/c.html,"详情,设计,辟谣,互联网,屈绍辉,董晓,联合,晶莹,中国,来源",重庆万州惊现大型砂金矿; 重庆万州惊现大型砂金矿 图片; 重庆万州惊现大型砂金矿 视频; 重庆万州惊现大型砂金矿 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-27 19:20:45; source_content_id=20260427c2eccd8812e6409bbfa32b4b64820687; needs_platform_match
CLAIM_000034,收割未成熟小麦作青贮饲料,industry_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260422/084fe0e7020a49588fc988bbb3088a6e/c.html,"详情,设计,辟谣,互联网,屈绍辉,统筹,董晓,联合,中国,来源",收割未成熟小麦作青贮饲料; 收割未成熟小麦作青贮饲料 图片; 收割未成熟小麦作青贮饲料 视频; 收割未成熟小麦作青贮饲料 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-22 16:04:46; source_content_id=20260422084fe0e7020a49588fc988bbb3088a6e; needs_platform_match
CLAIM_000035,近日四川绵阳游仙区一厂房大火,industry_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260421/576357d5cae542ce8f58b7d59bc1670a/c.html,"详情,辟谣,近日,互联网,屈绍辉,造谣,木塔,尹路,信息,相关",近日四川绵阳游仙区一厂房大火; 近日四川绵阳游仙区一厂房大火 图片; 近日四川绵阳游仙区一厂房大火 视频; 近日四川绵阳游仙区一厂房大火 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-21 16:28:35; source_content_id=20260421576357d5cae542ce8f58b7d59bc1670a; needs_platform_match
CLAIM_000036,环保新规导致鸡蛋涨价,industry_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260420/28ce6b3232624c9d895fa3f123ae1933/c.html,"详情,设计,辟谣,互联网,屈绍辉,统筹,董晓,联合,中国,来源",环保新规导致鸡蛋涨价; 环保新规导致鸡蛋涨价 图片; 环保新规导致鸡蛋涨价 视频; 环保新规导致鸡蛋涨价 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-20 16:59:34; source_content_id=2026042028ce6b3232624c9d895fa3f123ae1933; needs_platform_match
CLAIM_000037,四川德阳千亩农业基地被查,industry_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260417/6e29de7a92f64cafa89f7daf66a6cb6c/c.html,"详情,设计,辟谣,互联网,屈绍辉,董晓,李亚,联合,中国,来源",四川德阳千亩农业基地被查; 四川德阳千亩农业基地被查 图片; 四川德阳千亩农业基地被查 视频; 四川德阳千亩农业基地被查 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-17 16:07:43; source_content_id=202604176e29de7a92f64cafa89f7daf66a6cb6c; needs_platform_match
CLAIM_000038,库布其沙漠10万头黑猪让沙漠变绿洲,industry_economy,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260413/0a686c813fd948fa9d2cb5807b129783/c.html,"详情,设计,辟谣,互联网,屈绍辉,统筹,真相,董晓,联合,中国",库布其沙漠10万头黑猪让沙漠变绿洲; 库布其沙漠10万头黑猪让沙漠变绿洲 图片; 库布其沙漠10万头黑猪让沙漠变绿洲 视频; 库布其沙漠10万头黑猪让沙漠变绿洲 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-13 18:40:40; source_content_id=202604130a686c813fd948fa9d2cb5807b129783; needs_platform_match
CLAIM_000039,天津突发8.8级地震,technology_narrative,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260114/9e37c7504fa643b1a41ad739c373b6c6/c.html,,天津突发8.8级地震; 天津突发8.8级地震 图片; 天津突发8.8级地震 视频; 天津突发8.8级地震 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-04-16 17:13:32; source_content_id=202601149e37c7504fa643b1a41ad739c373b6c6; needs_platform_match
CLAIM_000040,多地试点开征新能源汽车里程税,technology_narrative,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260228/1ea15644911f4501889bf31817a5b394/c.html,"详情,锂电池,近日,互联网,屈绍辉,误区,尹路,甚广,依据,多家",多地试点开征新能源汽车里程税; 多地试点开征新能源汽车里程税 图片; 多地试点开征新能源汽车里程税 视频; 多地试点开征新能源汽车里程税 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-02-28 18:16:03; source_content_id=202602281ea15644911f4501889bf31817a5b394; needs_platform_match
CLAIM_000041,假救护车非法转运,technology_narrative,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20260127/6fff0328666e47a1a7fe6040ba9e9a00/c.html,"详情,黄岛区,辟谣,大客车,高中生,屈绍辉,腊八粥,误区,统筹,养胃",假救护车非法转运; 假救护车非法转运 图片; 假救护车非法转运 视频; 假救护车非法转运 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2026-01-27 17:07:22; source_content_id=202601276fff0328666e47a1a7fe6040ba9e9a00; needs_platform_match
CLAIM_000042,中国女篮被刑拘,technology_narrative,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20251223/84c98dc82ff84c11a9f28474eb2ef3b8/c.html,"详情,真相,屈绍辉,统筹,提示,策划,误区,董晓,科普,辟谣",中国女篮被刑拘; 中国女篮被刑拘 图片; 中国女篮被刑拘 视频; 中国女篮被刑拘 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2025-12-23 16:25:40; source_content_id=2025122384c98dc82ff84c11a9f28474eb2ef3b8; needs_platform_match
CLAIM_000043,珠峰安装电梯图文视频,technology_narrative,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20251127/78bbfcfa16734d0ab2f91a8504c1cc1c/c.html,"真相,屈绍辉,误区,统筹,提示,谣言,策划,详情,董晓,晶莹",珠峰安装电梯图文视频; 珠峰安装电梯图文视频 图片; 珠峰安装电梯图文视频 视频; 珠峰安装电梯图文视频 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2025-11-27 17:30:32; source_content_id=2025112778bbfcfa16734d0ab2f91a8504c1cc1c; needs_platform_match
CLAIM_000044,无人快递车吵架,technology_narrative,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20251125/4ff983e8f0c14a9f872c062c818ed248/c.html,"详情,贾玉涛,屈绍辉,文字,统筹,丽丽,策划,董晓,辟谣,科普",无人快递车吵架; 无人快递车吵架 图片; 无人快递车吵架 视频; 无人快递车吵架 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2025-11-25 16:36:36; source_content_id=202511254ff983e8f0c14a9f872c062c818ed248; needs_platform_match
CLAIM_000045,大雁塔玄奘铜像长满青苔,technology_narrative,false_misleading,中国互联网联合辟谣平台 / 今日辟谣,https://www.piyao.org.cn/20251013/1948e8d6228f4a87867abed11eb2ec71/c.html,"详情,高发期,呼吸道,屈绍辉,大竹县,不良,来了,传染,策划,科普",大雁塔玄奘铜像长满青苔; 大雁塔玄奘铜像长满青苔 图片; 大雁塔玄奘铜像长满青苔 视频; 大雁塔玄奘铜像长满青苔 site:x.com OR site:youtube.com OR site:tiktok.com,seeded_from=piyao_jrpy; publish_time=2025-10-14 17:10:25; source_content_id=202510131948e8d6228f4a87867abed11eb2ec71; needs_platform_match
